order_id,order_date,product,region,quantity,price
157,2023-12-04,Keyboard,Rayong,9,1170
158,2023-02-09,Laptop,Bangkok,6,176
159,2023-06-22,Keyboard,Rayong,1,808
160,2023-10-13,Tablet,Phuket,8,1041
161,2023-11-06,Phone,Chiang Mai,4,719
162,2023-02-26,Phone,Bangkok,8,728
163,2023-12-02,Keyboard,Chiang Mai,4,392
164,2023-08-21,Laptop,Bangkok,4,158
165,2023-07-29,Laptop,Rayong,6,472
166,2023-07-24,Phone,Chonburi,8,1574
167,2023-05-22,Keyboard,Rayong,8,504
168,2023-05-28,Phone,Chonburi,9,676
169,2023-09-10,Laptop,Phuket,10,883
170,2023-08-23,Laptop,Rayong,6,193
171,2023-08-26,Phone,Phuket,7,1229
172,2023-10-02,Phone,Chonburi,2,1269
173,2023-11-01,Laptop,Phuket,8,729
174,2023-09-08,Keyboard,Rayong,8,1140
175,2023-12-23,Monitor,Rayong,7,541
176,2023-09-09,Phone,Rayong,2,529
177,2023-05-21,Keyboard,Chiang Mai,7,1694
178,2023-04-06,Laptop,Rayong,3,1545
179,2023-09-03,Keyboard,Chiang Mai,10,1432
180,2023-01-29,Monitor,Chiang Mai,4,1917
181,2023-08-06,Laptop,Chonburi,4,1833
182,2023-11-02,Tablet,Chonburi,4,1459
183,2023-11-04,Laptop,Rayong,4,276
184,2023-12-29,Keyboard,Bangkok,8,857
185,2023-08-23,Laptop,Chonburi,7,594
186,2023-10-05,Phone,Phuket,9,847
187,2023-03-08,Phone,Bangkok,2,735
188,2023-09-23,Monitor,Chiang Mai,1,1480
189,2023-10-08,Laptop,Chiang Mai,6,1684
190,2023-03-11,Tablet,Phuket,1,531
191,2023-08-19,Tablet,Rayong,3,1241
192,2023-02-02,Keyboard,Chonburi,4,1134
193,2023-06-21,Laptop,Chonburi,1,1989
194,2023-09-18,Monitor,Bangkok,4,1664
195,2023-05-07,Monitor,Phuket,7,1272
196,2023-08-05,Keyboard,Chonburi,6,936
197,2023-04-19,Monitor,Rayong,6,1552
198,2023-06-19,Phone,Chiang Mai,8,871
199,2023-09-17,Keyboard,Bangkok,1,351
200,2023-10-15,Tablet,Phuket,4,525
201,2023-04-01,Monitor,Chonburi,8,742
202,2023-02-14,Tablet,Chonburi,8,265
203,2023-07-28,Phone,Chonburi,7,1951
204,2023-09-24,Phone,Phuket,6,1044
205,2023-09-01,Keyboard,Bangkok,10,1036
206,2023-10-24,Phone,Chonburi,10,933
207,2023-11-22,Keyboard,Chiang Mai,9,884
208,2023-06-03,Keyboard,Rayong,7,1853
209,2023-01-26,Monitor,Phuket,5,1004
210,2023-06-23,Keyboard,Chiang Mai,10,1998
211,2023-10-17,Tablet,Rayong,7,847
212,2023-08-24,Keyboard,Chonburi,3,1213
213,2023-04-10,Monitor,Bangkok,9,1433
214,2023-09-26,Monitor,Phuket,2,1116
215,2023-10-08,Keyboard,Chiang Mai,10,1715
216,2023-02-22,Laptop,Phuket,6,237
217,2023-12-06,Tablet,Chonburi,8,691
218,2023-06-19,Phone,Rayong,10,1819
219,2023-02-20,Keyboard,Chiang Mai,8,840
220,2023-11-02,Monitor,Phuket,6,120
221,2023-08-03,Monitor,Chiang Mai,8,991
222,2023-09-09,Phone,Phuket,1,1317
223,2023-01-01,Laptop,Bangkok,10,1965
224,2023-02-22,Laptop,Rayong,9,1922
225,2023-06-29,Phone,Chiang Mai,6,729
226,2023-11-01,Laptop,Chonburi,9,435
227,2023-10-11,Phone,Phuket,10,228
228,2023-05-17,Monitor,Phuket,8,112
229,2023-11-23,Tablet,Bangkok,2,132
230,2023-08-11,Laptop,Chonburi,5,1348
231,2023-11-13,Monitor,Phuket,10,977
232,2023-10-14,Tablet,Phuket,8,1921
233,2023-02-02,Keyboard,Phuket,5,1304
234,2023-12-31,Phone,Chonburi,10,1405
235,2023-04-17,Keyboard,Phuket,5,650
236,2023-06-24,Phone,Chiang Mai,3,811
237,2023-10-06,Tablet,Chiang Mai,6,1320
238,2023-07-19,Tablet,Chonburi,9,1396
239,2023-08-19,Laptop,Rayong,6,1246
240,2023-07-04,Laptop,Chonburi,8,1243
241,2023-06-02,Laptop,Phuket,2,1338
242,2023-05-27,Laptop,Phuket,5,645
243,2023-05-02,Phone,Phuket,8,471
244,2023-05-25,Monitor,Phuket,3,633
245,2023-11-28,Phone,Chiang Mai,4,1792
246,2023-01-13,Tablet,Chonburi,1,878
247,2023-03-26,Keyboard,Chonburi,4,1243
248,2023-08-18,Keyboard,Rayong,5,642
249,2023-12-24,Laptop,Chonburi,1,1669
250,2023-03-15,Monitor,Bangkok,9,1062
251,2023-12-01,Phone,Chonburi,2,1554
252,2023-07-14,Phone,Chiang Mai,7,1768
253,2023-08-01,Phone,Phuket,9,1703
254,2023-06-16,Tablet,Phuket,7,1483
255,2023-06-18,Tablet,Chiang Mai,5,900
256,2023-06-26,Tablet,Rayong,8,445
257,2023-06-12,Keyboard,Phuket,3,653
258,2023-02-26,Laptop,Chiang Mai,10,914
259,2023-09-14,Phone,Rayong,2,202
260,2023-08-13,Tablet,Rayong,2,1452
261,2023-04-04,Laptop,Chonburi,3,859
262,2023-04-04,Phone,Phuket,4,1958
263,2023-04-28,Phone,Phuket,2,1617
264,2023-01-03,Keyboard,Chiang Mai,5,987
265,2023-11-17,Laptop,Phuket,3,1570
266,2023-11-08,Phone,Rayong,6,767
267,2023-09-27,Keyboard,Chiang Mai,9,867
268,2023-06-30,Laptop,Phuket,9,1555
269,2023-06-20,Laptop,Phuket,6,1430
270,2023-06-29,Monitor,Bangkok,3,892
271,2023-12-07,Monitor,Phuket,9,988
272,2023-03-29,Tablet,Bangkok,8,1747
273,2023-11-03,Keyboard,Chonburi,9,488
274,2023-05-14,Laptop,Phuket,6,376
275,2023-07-04,Monitor,Chiang Mai,10,1230
276,2023-05-27,Tablet,Chonburi,2,511
277,2023-02-21,Keyboard,Phuket,9,1507
278,2023-09-10,Phone,Bangkok,2,1903
279,2023-05-21,Monitor,Bangkok,3,1359
280,2023-01-12,Keyboard,Chiang Mai,8,701
281,2023-02-01,Phone,Phuket,2,979
282,2023-03-03,Keyboard,Bangkok,6,585
283,2023-10-28,Keyboard,Bangkok,1,1219
284,2023-05-18,Phone,Chiang Mai,9,1399
285,2023-08-31,Monitor,Bangkok,8,689
286,2023-07-20,Laptop,Bangkok,2,1115
287,2023-02-04,Monitor,Phuket,6,404
288,2023-09-14,Laptop,Chiang Mai,1,1525
289,2023-11-10,Tablet,Bangkok,7,1625
290,2023-10-15,Phone,Rayong,9,397
291,2023-01-30,Tablet,Chiang Mai,10,1131
292,2023-12-06,Phone,Phuket,6,783
293,2023-02-28,Monitor,Chonburi,1,1305
294,2023-12-28,Laptop,Phuket,3,1064
295,2023-04-10,Monitor,Chonburi,8,985
296,2023-07-18,Keyboard,Rayong,4,611
297,2023-05-18,Phone,Rayong,5,1125
298,2023-01-07,Monitor,Chiang Mai,3,904
299,2023-07-06,Laptop,Rayong,10,1107
300,2023-10-05,Phone,Phuket,9,1405
301,2023-06-30,Keyboard,Rayong,1,1406
302,2023-08-07,Tablet,Phuket,10,1612
303,2023-10-16,Phone,Phuket,1,656
304,2023-04-07,Phone,Phuket,10,1503
305,2023-06-16,Laptop,Rayong,3,992
306,2023-01-21,Tablet,Phuket,5,1388
307,2023-08-23,Tablet,Phuket,1,766
308,2023-03-21,Laptop,Bangkok,7,1754
309,2023-07-24,Laptop,Chonburi,8,263
310,2023-07-06,Monitor,Phuket,1,1156
311,2023-09-16,Tablet,Chiang Mai,6,1230
312,2023-06-21,Laptop,Bangkok,1,668
313,2023-01-08,Monitor,Bangkok,3,507
314,2023-06-25,Monitor,Chonburi,8,1554
315,2023-07-21,Laptop,Chiang Mai,2,721
316,2023-04-04,Phone,Bangkok,2,1690
317,2023-03-10,Laptop,Chonburi,9,456
318,2023-03-17,Monitor,Chiang Mai,6,719
319,2023-03-13,Tablet,Chiang Mai,2,473
320,2023-09-10,Tablet,Phuket,1,1528
321,2023-01-09,Laptop,Bangkok,6,1229
322,2023-08-05,Monitor,Chiang Mai,4,112
323,2023-05-13,Keyboard,Phuket,9,934
324,2023-09-06,Phone,Bangkok,8,1060
325,2023-10-10,Keyboard,Chiang Mai,3,1643
326,2023-01-13,Laptop,Phuket,4,1986
327,2023-03-07,Monitor,Bangkok,5,622
328,2023-03-26,Keyboard,Chiang Mai,5,1375
329,2023-01-15,Phone,Rayong,9,586
330,2023-05-11,Phone,Bangkok,7,1014
331,2023-01-20,Keyboard,Bangkok,5,1586
332,2023-11-04,Phone,Chiang Mai,5,859
333,2023-08-15,Tablet,Bangkok,9,332
334,2023-10-23,Laptop,Phuket,9,1768
335,2023-01-17,Monitor,Chonburi,7,377
336,2023-08-01,Phone,Rayong,4,1837
337,2023-03-21,Phone,Phuket,1,135
338,2023-10-26,Monitor,Chonburi,7,983
339,2023-11-04,Tablet,Bangkok,7,656
340,2023-09-10,Laptop,Phuket,3,834
341,2023-07-01,Tablet,Chiang Mai,5,1180
342,2023-11-29,Keyboard,Chonburi,8,111
343,2023-09-03,Tablet,Chonburi,4,1480
344,2023-05-07,Phone,Bangkok,4,1515
345,2023-05-24,Laptop,Phuket,9,1949
346,2023-06-02,Keyboard,Chonburi,3,892
347,2023-09-26,Keyboard,Bangkok,5,1635
348,2023-07-08,Tablet,Chonburi,5,1735
349,2023-06-11,Tablet,Bangkok,10,1516
350,2023-05-09,Laptop,Chonburi,9,1170
351,2023-01-20,Monitor,Chiang Mai,1,877
352,2023-07-29,Laptop,Rayong,9,486
353,2023-08-07,Laptop,Rayong,5,891
354,2023-08-03,Laptop,Phuket,7,144
355,2023-06-13,Keyboard,Chiang Mai,1,752
356,2023-02-02,Tablet,Phuket,6,1556
357,2023-03-16,Phone,Chonburi,9,1132
358,2023-10-25,Tablet,Rayong,2,147
359,2023-09-16,Monitor,Rayong,10,1174
360,2023-09-04,Tablet,Bangkok,8,909
361,2023-01-19,Tablet,Rayong,9,1565
362,2023-05-10,Laptop,Bangkok,10,494
363,2023-10-23,Laptop,Chonburi,9,1573
364,2023-01-08,Keyboard,Chiang Mai,2,416
365,2023-05-18,Tablet,Chiang Mai,2,627
366,2023-05-25,Keyboard,Phuket,3,1136
367,2023-01-13,Laptop,Phuket,2,938
368,2023-06-06,Keyboard,Bangkok,9,1918
369,2023-03-15,Monitor,Chiang Mai,4,924
370,2023-08-19,Laptop,Bangkok,1,373
371,2023-07-05,Laptop,Chonburi,4,1923
372,2023-09-19,Phone,Chonburi,8,902
373,2023-05-30,Monitor,Rayong,3,594
374,2023-06-18,Keyboard,Chiang Mai,1,1636
375,2023-08-16,Monitor,Chonburi,1,989
376,2023-03-18,Phone,Phuket,4,714
377,2023-01-13,Phone,Bangkok,7,637
378,2023-11-02,Monitor,Rayong,9,493
379,2023-06-02,Monitor,Rayong,5,441
380,2023-10-20,Monitor,Phuket,8,131
381,2023-08-23,Keyboard,Rayong,3,1311
382,2023-03-04,Phone,Rayong,6,851
383,2023-07-25,Tablet,Chonburi,6,314
384,2023-03-22,Monitor,Chonburi,2,1446
385,2023-03-14,Laptop,Chiang Mai,2,995
386,2023-03-04,Tablet,Chonburi,1,767
387,2023-07-23,Laptop,Chiang Mai,9,710
388,2023-09-26,Monitor,Bangkok,10,1907
389,2023-02-17,Keyboard,Rayong,4,343
390,2023-03-22,Tablet,Rayong,6,1992
391,2023-03-16,Keyboard,Bangkok,3,797
392,2023-11-06,Tablet,Rayong,8,1281
393,2023-04-26,Tablet,Rayong,3,537
394,2023-05-07,Phone,Chiang Mai,5,372
395,2023-06-17,Phone,Phuket,7,1483
396,2023-03-17,Monitor,Rayong,4,294
397,2023-12-08,Laptop,Phuket,6,1107
398,2023-05-08,Monitor,Chonburi,1,252
399,2023-06-17,Tablet,Chonburi,3,486
400,2023-12-27,Laptop,Chonburi,3,1815
401,2023-12-24,Phone,Rayong,7,1695
402,2023-02-15,Laptop,Rayong,6,767
403,2023-01-08,Tablet,Rayong,4,158
404,2023-09-03,Tablet,Rayong,6,1348
405,2023-07-14,Monitor,Chonburi,1,480
406,2023-04-09,Phone,Phuket,3,221
407,2023-07-12,Monitor,Chiang Mai,4,1602
408,2023-10-30,Laptop,Rayong,5,576
409,2023-02-04,Monitor,Rayong,9,705
410,2023-06-16,Laptop,Phuket,2,1665
411,2023-03-10,Keyboard,Chiang Mai,7,1879
412,2023-04-20,Laptop,Rayong,1,244
413,2023-10-24,Phone,Bangkok,7,923
414,2023-03-21,Keyboard,Rayong,8,270
415,2023-07-23,Laptop,Rayong,5,1646
416,2023-05-31,Tablet,Chiang Mai,9,1277
417,2023-01-18,Phone,Rayong,1,1181
418,2023-05-22,Keyboard,Phuket,10,700
419,2023-07-11,Tablet,Chonburi,5,1951
420,2023-04-24,Tablet,Bangkok,2,329
421,2023-05-02,Keyboard,Rayong,7,1719
422,2023-02-06,Monitor,Chiang Mai,5,719
423,2023-05-30,Tablet,Chonburi,4,1129
424,2023-05-16,Tablet,Chonburi,2,472
425,2023-05-05,Laptop,Chiang Mai,8,401
426,2023-05-03,Monitor,Chiang Mai,7,211
427,2023-05-07,Keyboard,Bangkok,8,1438
428,2023-08-21,Monitor,Rayong,3,1859
429,2023-04-24,Laptop,Chiang Mai,10,1743
430,2023-09-26,Laptop,Phuket,5,1432
431,2023-10-05,Monitor,Bangkok,5,1389
432,2023-07-01,Laptop,Phuket,1,552
433,2023-06-18,Phone,Bangkok,3,1904
434,2023-02-11,Monitor,Rayong,5,519
435,2023-12-22,Phone,Chiang Mai,2,1207
436,2023-03-12,Phone,Chonburi,1,100
437,2023-01-10,Keyboard,Bangkok,2,1691
438,2023-02-28,Tablet,Phuket,10,997
439,2023-07-30,Phone,Chiang Mai,5,1878
440,2023-11-23,Phone,Phuket,4,368
441,2023-06-05,Tablet,Bangkok,5,1396
442,2023-06-06,Phone,Phuket,2,304
443,2023-06-28,Phone,Chiang Mai,9,1933
444,2023-04-27,Tablet,Phuket,7,1206
445,2023-02-03,Tablet,Rayong,5,298
446,2023-12-27,Keyboard,Chiang Mai,7,1676
447,2023-09-01,Phone,Bangkok,2,515
448,2023-08-02,Phone,Bangkok,7,267
449,2023-04-05,Laptop,Phuket,8,844
450,2023-06-08,Keyboard,Bangkok,5,495
451,2023-12-03,Keyboard,Rayong,6,622
452,2023-05-13,Laptop,Phuket,2,234
453,2023-10-01,Keyboard,Chiang Mai,7,1788
454,2023-07-03,Laptop,Phuket,6,1734
455,2023-04-10,Monitor,Chonburi,8,498
456,2023-08-14,Tablet,Rayong,3,1522
457,2023-01-05,Monitor,Rayong,9,459
458,2023-04-30,Phone,Phuket,5,1218
459,2023-07-22,Phone,Rayong,7,1444
460,2023-10-02,Tablet,Bangkok,8,718
461,2023-12-05,Keyboard,Phuket,3,932
462,2023-07-03,Laptop,Chonburi,1,806
463,2023-05-11,Laptop,Chiang Mai,8,1732
464,2023-03-31,Laptop,Chiang Mai,8,1228
465,2023-12-23,Keyboard,Bangkok,1,805
466,2023-08-20,Keyboard,Phuket,8,427
467,2023-08-19,Monitor,Bangkok,6,662
468,2023-01-05,Laptop,Chonburi,1,1793
469,2023-11-14,Laptop,Phuket,6,1432
470,2023-09-17,Laptop,Rayong,3,946
471,2023-07-11,Keyboard,Chiang Mai,8,1041
472,2023-05-01,Monitor,Chonburi,7,660
473,2023-01-07,Laptop,Rayong,2,1056
474,2023-07-04,Keyboard,Chonburi,4,1352
475,2023-10-02,Laptop,Rayong,6,1440
476,2023-09-29,Keyboard,Phuket,7,450
477,2023-05-11,Phone,Chiang Mai,9,1563
478,2023-12-16,Laptop,Rayong,4,667
479,2023-04-16,Keyboard,Chonburi,9,1093
480,2023-06-06,Tablet,Chiang Mai,4,228
481,2023-01-25,Tablet,Chiang Mai,1,376
482,2023-02-03,Monitor,Rayong,9,1302
483,2023-12-04,Monitor,Bangkok,4,1373
484,2023-03-20,Phone,Bangkok,1,228
485,2023-01-04,Keyboard,Chiang Mai,4,1961
486,2023-03-08,Laptop,Rayong,9,969
487,2023-02-07,Keyboard,Chiang Mai,6,1594
488,2023-01-26,Tablet,Phuket,9,1892
489,2023-09-13,Keyboard,Phuket,3,866
490,2023-03-02,Phone,Chonburi,5,1495
491,2023-01-05,Monitor,Bangkok,10,1800
492,2023-12-13,Phone,Chonburi,10,1883
493,2023-06-30,Phone,Bangkok,10,376
494,2023-07-18,Tablet,Chonburi,4,1609
495,2023-12-27,Phone,Rayong,6,1181
496,2023-04-21,Phone,Chiang Mai,9,1844
497,2023-04-29,Tablet,Chiang Mai,10,776
498,2023-08-08,Keyboard,Bangkok,5,910
499,2023-03-20,Keyboard,Bangkok,7,1966
500,2023-01-16,Keyboard,Chiang Mai,4,1100
501,2023-07-25,Phone,Bangkok,10,707
502,2023-08-30,Monitor,Bangkok,1,1820
503,2023-08-19,Tablet,Chonburi,9,687
504,2023-09-28,Monitor,Chiang Mai,10,1081
505,2023-09-30,Laptop,Phuket,4,1568
506,2023-03-02,Laptop,Chiang Mai,6,310
507,2023-10-07,Keyboard,Phuket,10,178
508,2023-08-11,Tablet,Bangkok,5,446
509,2023-03-01,Tablet,Phuket,7,1621
510,2023-06-17,Laptop,Chonburi,3,880
511,2023-07-02,Laptop,Rayong,7,380
512,2023-12-28,Monitor,Chonburi,5,1207
513,2023-11-27,Laptop,Bangkok,2,788
514,2023-01-23,Tablet,Chonburi,9,1778
515,2023-08-05,Keyboard,Chonburi,7,904
516,2023-03-23,Monitor,Rayong,8,1421
517,2023-11-25,Phone,Phuket,9,1333
518,2023-03-28,Monitor,Bangkok,3,319
519,2023-08-16,Monitor,Chonburi,2,1989
520,2023-02-06,Laptop,Chiang Mai,1,291
521,2023-04-27,Keyboard,Bangkok,8,1263
522,2023-04-26,Phone,Bangkok,9,1721
523,2023-02-08,Monitor,Rayong,2,189
524,2023-12-13,Laptop,Chiang Mai,8,209
525,2023-07-12,Keyboard,Chonburi,9,1047
526,2023-04-21,Phone,Rayong,8,391
527,2023-07-15,Tablet,Chiang Mai,2,511
528,2023-01-18,Laptop,Bangkok,10,837
529,2023-02-19,Keyboard,Phuket,6,1150
530,2023-03-25,Monitor,Phuket,7,578
531,2023-09-14,Phone,Bangkok,9,823
532,2023-10-01,Tablet,Chonburi,8,1591
533,2023-08-17,Tablet,Rayong,2,1946
534,2023-05-20,Monitor,Phuket,9,1318
535,2023-09-03,Phone,Rayong,3,385
536,2023-07-30,Phone,Chiang Mai,8,376
537,2023-07-12,Phone,Chonburi,3,1550
538,2023-08-07,Phone,Phuket,2,1450
539,2023-03-07,Phone,Rayong,10,957
540,2023-07-29,Tablet,Chonburi,2,549
541,2023-01-19,Keyboard,Chiang Mai,3,985
542,2023-06-06,Tablet,Phuket,1,363
543,2023-08-23,Laptop,Bangkok,5,784
544,2023-11-02,Keyboard,Chiang Mai,1,756
545,2023-03-13,Laptop,Chiang Mai,5,1516
546,2023-12-24,Laptop,Bangkok,9,635
547,2023-11-10,Monitor,Phuket,7,304
548,2023-03-21,Tablet,Bangkok,5,1892
549,2023-03-17,Phone,Rayong,6,1850
550,2023-02-15,Tablet,Rayong,5,998
551,2023-01-02,Laptop,Chonburi,2,311
552,2023-04-07,Phone,Rayong,2,571
553,2023-11-13,Phone,Chiang Mai,10,682
554,2023-09-20,Tablet,Bangkok,5,1048
555,2023-07-23,Laptop,Phuket,6,432
556,2023-11-07,Keyboard,Rayong,10,520
557,2023-06-05,Monitor,Chonburi,3,1295
558,2023-06-13,Tablet,Chiang Mai,7,1562
559,2023-06-21,Laptop,Bangkok,8,1348
560,2023-02-05,Keyboard,Chonburi,9,717
561,2023-10-16,Keyboard,Bangkok,6,1065
562,2023-12-15,Keyboard,Phuket,9,309
563,2023-02-14,Tablet,Chiang Mai,10,1318
564,2023-09-24,Laptop,Phuket,8,988
565,2023-04-14,Laptop,Rayong,6,143
566,2023-05-07,Laptop,Chonburi,9,1577
567,2023-04-25,Laptop,Rayong,1,582
568,2023-06-09,Keyboard,Rayong,7,148
569,2023-07-27,Laptop,Chiang Mai,4,561
570,2023-12-23,Phone,Rayong,10,1462
