order_id,order_date,product,region,quantity,price
80,2023-01-11,Laptop,Bangkok,10,503
81,2023-03-10,Keyboard,Chiang Mai,10,1661
82,2023-03-27,Monitor,Chiang Mai,9,551
83,2023-06-17,Laptop,Rayong,10,1824
84,2023-07-11,Tablet,Bangkok,2,1766
85,2023-11-09,Monitor,Chonburi,1,888
86,2023-07-14,Monitor,Chonburi,8,106
87,2023-11-30,Tablet,Chiang Mai,4,902
88,2023-12-07,Laptop,Chonburi,2,1087
89,2023-09-29,Phone,Bangkok,5,548
90,2023-01-27,Tablet,Phuket,8,694
91,2023-11-16,Monitor,Chiang Mai,5,518
92,2023-11-24,Monitor,Phuket,3,1954
93,2023-04-21,Phone,Chiang Mai,6,1529
94,2023-12-19,Keyboard,Phuket,1,640
95,2023-04-05,Keyboard,Chiang Mai,9,643
96,2023-03-07,Laptop,Phuket,5,1091
97,2023-12-16,Laptop,Rayong,9,1956
98,2023-01-06,Laptop,Chiang Mai,6,1496
99,2023-09-24,Phone,Bangkok,6,1401
100,2023-03-29,Monitor,Chonburi,10,670
101,2023-11-22,Tablet,Chiang Mai,5,1166
102,2023-02-02,Laptop,Chiang Mai,7,647
103,2023-03-17,Tablet,Bangkok,4,1213
104,2023-10-27,Laptop,Bangkok,7,408
105,2023-01-10,Laptop,Rayong,2,1015
106,2023-03-08,Monitor,Chonburi,3,1516
107,2023-08-18,Tablet,Bangkok,7,288
108,2023-07-29,Phone,Bangkok,9,572
109,2023-04-10,Laptop,Chonburi,5,1644
110,2023-06-06,Laptop,Rayong,7,105
111,2023-09-25,Monitor,Chonburi,4,1982
112,2023-09-20,Keyboard,Rayong,1,837
113,2023-09-23,Laptop,Bangkok,6,128
114,2023-09-01,Monitor,Phuket,4,1849
115,2023-09-21,Monitor,Chonburi,9,960
116,2023-02-04,Keyboard,Phuket,3,1087
117,2023-02-04,Phone,Phuket,10,1592
118,2023-12-03,Keyboard,Phuket,4,1543
119,2023-12-15,Monitor,Bangkok,5,741
120,2023-08-25,Monitor,Rayong,7,1179
121,2023-05-14,Phone,Bangkok,1,1040
122,2023-12-07,Keyboard,Bangkok,3,203
123,2023-01-31,Phone,Rayong,4,1405
124,2023-12-04,Keyboard,Chonburi,4,665
125,2023-02-24,Monitor,Bangkok,1,1927
126,2023-07-17,Keyboard,Bangkok,10,1663
127,2023-03-28,Tablet,Rayong,2,558
128,2023-05-17,Tablet,Chiang Mai,5,620
129,2023-03-14,Laptop,Bangkok,3,1041
130,2023-12-29,Tablet,Phuket,7,1327
131,2023-04-10,Phone,Chonburi,3,988
132,2023-12-08,Laptop,Rayong,5,1259
133,2023-03-04,Laptop,Bangkok,4,991
134,2023-08-13,Phone,Rayong,1,1283
135,2023-03-29,Phone,Rayong,4,291
136,2023-09-28,Keyboard,Rayong,9,1076
137,2023-06-21,Phone,Bangkok,9,439
138,2023-10-27,Laptop,Phuket,8,347
139,2023-03-19,Keyboard,Rayong,10,1861
140,2023-03-10,Keyboard,Chonburi,3,1105
141,2023-10-25,Keyboard,Phuket,8,1096
142,2023-11-15,Phone,Chiang Mai,2,484
143,2023-02-08,Monitor,Chonburi,6,1219
144,2023-07-10,Tablet,Chonburi,3,1070
145,2023-09-24,Phone,Rayong,3,1332
146,2023-04-27,Laptop,Chiang Mai,5,682
147,2023-03-11,Phone,Chiang Mai,6,889
148,2023-01-06,Keyboard,Rayong,9,765
149,2023-07-20,Tablet,Phuket,6,1157
150,2023-09-15,Phone,Phuket,6,1953
151,2023-08-09,Tablet,Phuket,9,1950
152,2023-04-26,Keyboard,Bangkok,4,464
153,2023-02-06,Laptop,Bangkok,6,1733
154,2023-07-17,Laptop,Chonburi,7,1895
155,2023-07-27,Phone,Bangkok,9,1693
156,2023-04-22,Monitor,Chiang Mai,7,1724
157,2023-10-03,Laptop,Phuket,8,979
158,2023-08-27,Monitor,Chiang Mai,8,580
159,2023-01-10,Keyboard,Chonburi,3,157
160,2023-01-30,Laptop,Chiang Mai,10,1278
161,2023-07-20,Phone,Chonburi,1,1131
162,2023-11-01,Keyboard,Rayong,8,1810
163,2023-02-13,Monitor,Bangkok,9,493
164,2023-10-06,Laptop,Rayong,5,796
165,2023-11-25,Phone,Bangkok,6,1787
166,2023-09-04,Monitor,Rayong,4,243
167,2023-08-24,Laptop,Chiang Mai,8,1925
168,2023-02-11,Keyboard,Rayong,1,1875
169,2023-11-15,Tablet,Phuket,3,740
170,2023-06-11,Keyboard,Chonburi,7,1204
171,2023-02-12,Monitor,Bangkok,1,1851
172,2023-10-10,Tablet,Chiang Mai,3,1315
173,2023-10-03,Monitor,Rayong,6,844
174,2023-03-29,Tablet,Chiang Mai,4,1397
175,2023-01-25,Laptop,Rayong,6,169
176,2023-12-08,Tablet,Bangkok,1,515
177,2023-03-04,Tablet,Chonburi,7,1939
178,2023-12-26,Phone,Chiang Mai,7,1704
179,2023-08-27,Keyboard,Phuket,7,1843
180,2023-06-06,Laptop,Phuket,9,338
181,2023-04-26,Phone,Chiang Mai,3,1096
182,2023-01-04,Laptop,Chiang Mai,10,962
183,2023-08-22,Monitor,Bangkok,9,1936
184,2023-07-08,Monitor,Chonburi,7,808
185,2023-10-31,Monitor,Bangkok,4,1453
186,2023-08-26,Phone,Phuket,7,1457
187,2023-12-18,Tablet,Rayong,5,1451
188,2023-11-26,Laptop,Bangkok,9,1232
189,2023-11-16,Keyboard,Chiang Mai,1,1120
190,2023-02-18,Tablet,Bangkok,4,1375
191,2023-07-10,Keyboard,Bangkok,3,401
192,2023-12-10,Laptop,Bangkok,9,706
193,2023-12-13,Keyboard,Rayong,6,1338
194,2023-06-26,Laptop,Phuket,7,1907
195,2023-08-15,Tablet,Chonburi,3,1541
196,2023-07-13,Monitor,Chiang Mai,9,877
197,2023-02-17,Laptop,Phuket,6,1360
198,2023-10-13,Phone,Chonburi,6,1100
199,2023-08-26,Tablet,Rayong,8,1576
200,2023-12-20,Monitor,Chiang Mai,1,1967
201,2023-05-09,Phone,Chonburi,1,1202
202,2023-01-04,Monitor,Chiang Mai,7,1589
203,2023-12-11,Laptop,Chonburi,2,1123
204,2023-08-28,Monitor,Chonburi,1,376
205,2023-12-19,Keyboard,Chonburi,9,775
206,2023-09-19,Laptop,Bangkok,9,1202
207,2023-10-19,Laptop,Bangkok,6,1498
208,2023-03-20,Laptop,Chiang Mai,3,447
209,2023-01-31,Laptop,Phuket,6,390
210,2023-02-10,Phone,Chiang Mai,9,561
211,2023-03-27,Phone,Phuket,4,1524
212,2023-05-08,Phone,Chonburi,1,739
213,2023-11-27,Phone,Chiang Mai,8,1584
214,2023-01-17,Monitor,Bangkok,9,1644
215,2023-10-02,Keyboard,Phuket,10,849
216,2023-03-23,Tablet,Rayong,1,1972
217,2023-01-30,Tablet,Bangkok,6,1603
218,2023-10-08,Tablet,Chonburi,6,1779
219,2023-07-09,Phone,Chonburi,6,1384
220,2023-04-10,Keyboard,Phuket,7,1450
221,2023-06-11,Keyboard,Rayong,6,237
222,2023-09-04,Keyboard,Phuket,10,646
223,2023-07-25,Tablet,Rayong,7,288
224,2023-08-23,Monitor,Chonburi,10,1753
225,2023-08-15,Keyboard,Bangkok,8,825
226,2023-12-08,Phone,Rayong,10,495
227,2023-05-17,Keyboard,Chonburi,9,868
228,2023-08-06,Phone,Rayong,8,1703
229,2023-09-13,Monitor,Chonburi,5,1021
230,2023-04-01,Phone,Chiang Mai,8,1003
231,2023-02-14,Laptop,Rayong,4,1790
232,2023-09-20,Monitor,Bangkok,1,546
233,2023-02-05,Keyboard,Bangkok,4,702
234,2023-11-23,Monitor,Bangkok,1,236
235,2023-12-06,Tablet,Rayong,4,703
236,2023-04-01,Laptop,Rayong,8,215
237,2023-08-13,Keyboard,Rayong,3,1116
238,2023-02-13,Laptop,Chonburi,4,695
239,2023-03-23,Laptop,Rayong,1,867
240,2023-10-22,Keyboard,Rayong,5,1790
241,2023-06-23,Monitor,Chonburi,6,947
242,2023-03-21,Laptop,Chonburi,8,739
243,2023-12-12,Monitor,Rayong,5,986
244,2023-04-08,Tablet,Phuket,5,722
245,2023-04-23,Laptop,Chonburi,9,1063
246,2023-12-15,Phone,Chiang Mai,4,853
247,2023-10-19,Keyboard,Bangkok,8,1111
248,2023-01-19,Phone,Chiang Mai,7,1370
249,2023-02-20,Laptop,Chiang Mai,7,1352
250,2023-04-04,Phone,Bangkok,7,459
251,2023-11-24,Keyboard,Bangkok,4,1458
252,2023-07-15,Keyboard,Rayong,8,1737
253,2023-09-04,Phone,Chiang Mai,9,534
254,2023-01-01,Tablet,Bangkok,4,1918
255,2023-05-31,Tablet,Phuket,10,1829
256,2023-12-03,Monitor,Phuket,5,563
257,2023-11-09,Laptop,Chiang Mai,6,1537
258,2023-10-22,Monitor,Phuket,5,1655
259,2023-04-18,Laptop,Chiang Mai,1,361
260,2023-01-22,Tablet,Chonburi,7,342
261,2023-10-06,Laptop,Phuket,3,1875
262,2023-03-28,Monitor,Bangkok,8,490
263,2023-07-14,Monitor,Phuket,6,183
264,2023-08-29,Tablet,Bangkok,5,367
265,2023-04-17,Tablet,Chiang Mai,4,1097
266,2023-09-12,Keyboard,Chiang Mai,3,295
267,2023-04-29,Phone,Rayong,10,1938
268,2023-02-13,Laptop,Chiang Mai,7,1495
269,2023-09-12,Laptop,Bangkok,10,1562
270,2023-04-06,Laptop,Rayong,4,1100
271,2023-07-28,Phone,Chiang Mai,3,327
272,2023-01-04,Phone,Phuket,9,1215
273,2023-01-06,Laptop,Chonburi,9,507
274,2023-06-14,Keyboard,Chiang Mai,10,1093
275,2023-09-03,Monitor,Chonburi,2,1165
276,2023-07-20,Phone,Chiang Mai,3,1903
277,2023-06-16,Tablet,Rayong,7,1530
278,2023-10-18,Keyboard,Phuket,7,1556
279,2023-05-14,Laptop,Chonburi,2,253
280,2023-07-14,Tablet,Chonburi,2,275
281,2023-01-06,Monitor,Chonburi,1,1645
282,2023-05-16,Keyboard,Phuket,8,617
283,2023-08-30,Monitor,Bangkok,5,196
284,2023-08-28,Monitor,Chiang Mai,9,1278
285,2023-01-08,Monitor,Bangkok,7,367
286,2023-06-28,Laptop,Phuket,8,1377
287,2023-12-10,Laptop,Phuket,1,817
288,2023-05-14,Monitor,Rayong,3,226
289,2023-08-13,Tablet,Chonburi,7,814
290,2023-10-28,Phone,Bangkok,6,1217
291,2023-04-26,Tablet,Bangkok,5,444
292,2023-08-21,Phone,Chiang Mai,8,1717
293,2023-11-07,Keyboard,Bangkok,10,1910
294,2023-06-01,Laptop,Chiang Mai,2,1648
295,2023-12-25,Keyboard,Chiang Mai,4,1921
296,2023-11-21,Laptop,Rayong,3,1038
297,2023-11-26,Tablet,Rayong,5,868
298,2023-08-28,Phone,Bangkok,3,1661
299,2023-10-29,Keyboard,Rayong,8,1327
300,2023-08-14,Keyboard,Rayong,6,923
301,2023-05-31,Monitor,Chiang Mai,7,1253
302,2023-06-08,Monitor,Phuket,5,1478
303,2023-12-24,Monitor,Rayong,9,304
304,2023-11-28,Phone,Chonburi,9,352
305,2023-08-05,Phone,Rayong,5,178
306,2023-09-02,Laptop,Chonburi,9,1181
307,2023-11-16,Laptop,Bangkok,8,1750
308,2023-03-17,Phone,Chiang Mai,1,1619
309,2023-03-26,Keyboard,Rayong,10,1420
310,2023-12-21,Tablet,Phuket,8,1420
311,2023-08-21,Monitor,Chiang Mai,2,647
312,2023-08-16,Monitor,Rayong,10,375
313,2023-01-24,Tablet,Chiang Mai,4,379
314,2023-07-29,Keyboard,Chonburi,2,1579
315,2023-08-24,Phone,Phuket,1,1524
316,2023-11-12,Phone,Rayong,1,842
317,2023-09-25,Tablet,Chonburi,7,864
318,2023-03-31,Monitor,Phuket,5,698
319,2023-09-26,Phone,Chiang Mai,5,1406
320,2023-04-04,Keyboard,Bangkok,6,880
321,2023-01-13,Tablet,Phuket,3,373
322,2023-08-14,Keyboard,Chonburi,8,992
323,2023-01-25,Tablet,Chiang Mai,9,281
324,2023-12-02,Tablet,Chonburi,2,509
325,2023-03-28,Phone,Chiang Mai,4,1822
326,2023-06-26,Phone,Chiang Mai,7,1360
327,2023-08-22,Monitor,Phuket,1,1144
328,2023-04-09,Tablet,Chonburi,1,780
329,2023-05-09,Keyboard,Chonburi,10,106
330,2023-05-31,Laptop,Chiang Mai,3,709
331,2023-02-10,Keyboard,Chonburi,1,325
332,2023-01-21,Monitor,Chiang Mai,4,1603
333,2023-11-28,Phone,Rayong,5,612
334,2023-07-12,Phone,Chonburi,5,321
335,2023-12-13,Phone,Chonburi,9,1992
336,2023-10-06,Laptop,Phuket,9,729
337,2023-03-26,Tablet,Chiang Mai,4,1387
338,2023-06-03,Laptop,Chonburi,1,556
339,2023-05-24,Keyboard,Bangkok,9,808
340,2023-07-15,Laptop,Chiang Mai,10,675
341,2023-02-04,Keyboard,Phuket,6,271
342,2023-08-05,Phone,Chiang Mai,9,696
343,2023-01-28,Keyboard,Chonburi,7,489
344,2023-10-06,Laptop,Phuket,4,762
345,2023-04-28,Tablet,Chiang Mai,5,817
346,2023-11-09,Keyboard,Rayong,8,571
347,2023-07-08,Tablet,Chonburi,2,1095
348,2023-05-26,Monitor,Chiang Mai,9,1701
349,2023-06-01,Phone,Phuket,7,1495
350,2023-10-04,Phone,Chiang Mai,3,1784
351,2023-01-28,Laptop,Rayong,10,1945
352,2023-09-09,Phone,Phuket,10,1268
353,2023-07-29,Keyboard,Bangkok,1,817
354,2023-05-14,Monitor,Rayong,9,1555
355,2023-07-13,Phone,Chonburi,10,803
356,2023-04-22,Phone,Chiang Mai,3,378
357,2023-07-02,Laptop,Bangkok,8,1019
358,2023-01-07,Laptop,Chiang Mai,5,1709
359,2023-05-07,Monitor,Phuket,1,1312
360,2023-07-23,Keyboard,Bangkok,2,245
361,2023-08-09,Laptop,Rayong,1,989
362,2023-04-05,Laptop,Phuket,10,213
363,2023-06-11,Laptop,Rayong,3,947
364,2023-06-06,Phone,Chonburi,10,1468
365,2023-05-10,Tablet,Chiang Mai,8,509
366,2023-10-23,Phone,Chonburi,1,1739
367,2023-11-03,Monitor,Chiang Mai,3,1204
368,2023-12-28,Laptop,Chiang Mai,5,182
369,2023-03-24,Phone,Rayong,7,619
370,2023-10-23,Laptop,Rayong,4,949
371,2023-12-25,Keyboard,Chonburi,6,1218
372,2023-01-28,Keyboard,Rayong,7,616
373,2023-04-18,Tablet,Rayong,4,1688
374,2023-09-07,Phone,Rayong,2,304
375,2023-08-15,Phone,Phuket,2,838
376,2023-08-04,Keyboard,Phuket,1,1632
377,2023-04-28,Phone,Phuket,7,1343
378,2023-10-04,Phone,Chonburi,8,819
379,2023-02-20,Monitor,Bangkok,4,261
380,2023-01-04,Monitor,Rayong,10,1060
381,2023-07-28,Phone,Chiang Mai,9,994
382,2023-09-04,Phone,Bangkok,6,451
383,2023-02-28,Tablet,Chiang Mai,2,606
384,2023-04-02,Tablet,Rayong,5,1515
385,2023-12-20,Phone,Bangkok,10,207
386,2023-04-11,Phone,Phuket,8,225
387,2023-06-04,Laptop,Chonburi,3,1650
388,2023-03-31,Laptop,Phuket,2,1777
389,2023-01-14,Tablet,Chonburi,10,1370
390,2023-10-16,Laptop,Bangkok,6,1380
391,2023-05-31,Laptop,Chiang Mai,9,1241
392,2023-03-09,Laptop,Chonburi,5,1107
393,2023-02-27,Laptop,Bangkok,4,221
394,2023-12-16,Keyboard,Phuket,9,534
395,2023-01-30,Phone,Bangkok,3,906
396,2023-12-27,Phone,Chiang Mai,3,897
397,2023-08-10,Monitor,Bangkok,5,1580
398,2023-10-08,Keyboard,Chiang Mai,6,1025
399,2023-06-14,Laptop,Rayong,9,1927
400,2023-05-17,Keyboard,Chonburi,9,1013
401,2023-03-27,Monitor,Bangkok,9,431
402,2023-09-18,Monitor,Bangkok,7,1808
403,2023-01-03,Tablet,Rayong,3,1497
404,2023-01-17,Monitor,Bangkok,1,680
405,2023-09-25,Keyboard,Rayong,8,1651
406,2023-12-13,Monitor,Rayong,6,871
407,2023-01-09,Phone,Chiang Mai,4,1871
408,2023-04-11,Tablet,Chiang Mai,7,1882
409,2023-12-12,Monitor,Chonburi,1,979
410,2023-08-12,Monitor,Phuket,4,1743
411,2023-03-07,Phone,Bangkok,9,1300
412,2023-06-15,Monitor,Chiang Mai,8,1716
413,2023-11-22,Monitor,Phuket,3,1197
414,2023-04-18,Phone,Rayong,9,581
415,2023-03-23,Tablet,Chiang Mai,2,1938
416,2023-07-13,Laptop,Bangkok,2,1872
417,2023-02-27,Monitor,Rayong,4,1019
418,2023-01-18,Phone,Rayong,8,715
419,2023-07-25,Keyboard,Chiang Mai,5,1335
420,2023-03-03,Tablet,Chiang Mai,1,563
421,2023-10-09,Keyboard,Chonburi,9,615
422,2023-05-29,Tablet,Phuket,5,1775
423,2023-04-27,Phone,Chiang Mai,7,1675
424,2023-08-11,Tablet,Rayong,7,1444
425,2023-01-10,Monitor,Chiang Mai,9,1772
426,2023-02-25,Laptop,Bangkok,1,1789
427,2023-02-20,Keyboard,Rayong,4,1268
428,2023-07-09,Tablet,Rayong,5,1928
429,2023-01-24,Laptop,Phuket,3,1409
430,2023-02-04,Tablet,Chiang Mai,3,1280
431,2023-12-26,Tablet,Chiang Mai,2,948
432,2023-01-08,Phone,Rayong,3,1843
433,2023-12-04,Tablet,Chonburi,2,1517
434,2023-05-15,Tablet,Bangkok,3,265
435,2023-10-18,Monitor,Chonburi,10,308
436,2023-03-04,Monitor,Rayong,5,542
437,2023-12-17,Phone,Chiang Mai,6,1178
438,2023-05-23,Tablet,Bangkok,2,1666
439,2023-08-21,Laptop,Rayong,3,578
440,2023-10-08,Tablet,Phuket,9,803
441,2023-09-19,Laptop,Phuket,5,1771
442,2023-09-28,Keyboard,Phuket,5,1073
443,2023-09-12,Keyboard,Chonburi,8,764
444,2023-09-25,Phone,Rayong,8,1443
445,2023-05-22,Phone,Bangkok,3,1054
446,2023-03-21,Tablet,Chonburi,2,1103
447,2023-06-22,Keyboard,Rayong,4,1214
448,2023-06-21,Monitor,Chiang Mai,6,1777
449,2023-09-28,Phone,Chiang Mai,6,1983
450,2023-04-26,Keyboard,Chiang Mai,4,1193
451,2023-08-17,Laptop,Bangkok,3,1592
452,2023-06-22,Monitor,Bangkok,6,961
453,2023-01-18,Tablet,Chiang Mai,4,1242
454,2023-07-13,Phone,Chonburi,8,1577
455,2023-04-17,Laptop,Bangkok,1,889
456,2023-10-25,Keyboard,Bangkok,1,1963
457,2023-06-02,Laptop,Bangkok,7,809
458,2023-12-12,Phone,Chiang Mai,6,258
459,2023-10-19,Tablet,Chonburi,1,438
460,2023-05-12,Monitor,Chonburi,1,1642
461,2023-04-15,Laptop,Rayong,6,1228
462,2023-09-26,Monitor,Phuket,6,1995
463,2023-02-08,Monitor,Phuket,5,1827
464,2023-10-31,Monitor,Chiang Mai,8,255
465,2023-03-29,Phone,Chonburi,3,191
466,2023-04-15,Monitor,Bangkok,4,1743
467,2023-03-18,Monitor,Chiang Mai,9,1138
468,2023-10-27,Laptop,Phuket,6,1881
469,2023-01-08,Phone,Phuket,8,1632
470,2023-08-19,Laptop,Bangkok,6,1900
471,2023-02-28,Phone,Chonburi,10,1378
472,2023-03-20,Phone,Chiang Mai,3,1234
473,2023-11-07,Tablet,Bangkok,4,747
474,2023-05-23,Keyboard,Rayong,9,1054
475,2023-01-03,Keyboard,Chiang Mai,8,1429
476,2023-06-10,Phone,Chonburi,6,931
477,2023-01-04,Monitor,Chiang Mai,5,871
478,2023-09-24,Monitor,Phuket,2,1857
479,2023-09-25,Monitor,Bangkok,4,761
480,2023-01-11,Laptop,Chonburi,6,1059
481,2023-02-25,Phone,Bangkok,7,1495
482,2023-10-28,Monitor,Rayong,7,105
483,2023-05-10,Keyboard,Chonburi,4,1835
484,2023-05-12,Monitor,Chiang Mai,8,446
485,2023-07-16,Monitor,Phuket,1,1918
486,2023-11-25,Laptop,Bangkok,9,551
487,2023-02-12,Phone,Chiang Mai,7,837
488,2023-03-09,Keyboard,Chiang Mai,1,1242
489,2023-07-15,Tablet,Rayong,4,1869
490,2023-05-31,Monitor,Chonburi,2,706
491,2023-06-20,Phone,Rayong,1,162
492,2023-01-06,Laptop,Chiang Mai,10,705
493,2023-12-14,Laptop,Bangkok,7,1325
494,2023-02-12,Monitor,Rayong,5,1771
495,2023-09-14,Keyboard,Phuket,7,1378
496,2023-08-18,Laptop,Chonburi,6,272
497,2023-04-27,Laptop,Phuket,6,877
498,2023-08-24,Laptop,Rayong,4,518
499,2023-12-14,Phone,Chiang Mai,6,1271
500,2023-12-02,Monitor,Phuket,1,254
501,2023-09-06,Phone,Chonburi,9,576
502,2023-08-12,Monitor,Chonburi,2,1829
503,2023-03-14,Phone,Phuket,6,1982
504,2023-07-12,Tablet,Bangkok,10,1876
505,2023-07-29,Monitor,Chonburi,2,1626
506,2023-10-03,Tablet,Phuket,10,235
507,2023-07-29,Monitor,Chiang Mai,2,840
508,2023-06-19,Laptop,Chonburi,1,381
509,2023-11-19,Tablet,Chiang Mai,6,1854
510,2023-03-21,Laptop,Phuket,4,779
511,2023-08-11,Keyboard,Rayong,5,851
512,2023-09-26,Monitor,Chiang Mai,9,1200
513,2023-07-02,Monitor,Chiang Mai,1,719
514,2023-09-29,Keyboard,Bangkok,1,1619
515,2023-10-10,Phone,Rayong,2,1128
516,2023-11-24,Phone,Bangkok,1,455
517,2023-09-30,Phone,Bangkok,10,1002
518,2023-09-12,Laptop,Bangkok,3,140
519,2023-04-10,Monitor,Chiang Mai,1,1675
520,2023-12-08,Phone,Bangkok,2,1468
521,2023-07-31,Keyboard,Phuket,1,978
522,2023-07-22,Laptop,Chiang Mai,5,790
523,2023-05-14,Phone,Chonburi,10,730
524,2023-07-10,Keyboard,Phuket,5,1429
525,2023-04-26,Phone,Chiang Mai,3,447
526,2023-08-23,Monitor,Chonburi,6,715
527,2023-05-22,Tablet,Rayong,4,1431
528,2023-05-18,Phone,Phuket,1,946
529,2023-09-13,Monitor,Phuket,7,300
530,2023-01-07,Monitor,Phuket,10,911
531,2023-03-14,Monitor,Bangkok,1,577
532,2023-12-03,Tablet,Chonburi,1,148
533,2023-09-27,Keyboard,Chiang Mai,3,1834
534,2023-06-28,Tablet,Chonburi,8,1961
535,2023-07-06,Tablet,Phuket,3,952
536,2023-05-09,Keyboard,Chonburi,6,1326
537,2023-03-18,Tablet,Chiang Mai,1,774
538,2023-09-30,Keyboard,Rayong,1,675
539,2023-02-17,Monitor,Chiang Mai,8,1193
540,2023-06-14,Tablet,Bangkok,9,1115
541,2023-10-05,Tablet,Chonburi,7,934
542,2023-03-21,Monitor,Phuket,1,713
543,2023-05-14,Monitor,Phuket,6,139
544,2023-09-05,Laptop,Bangkok,4,607
545,2023-09-26,Keyboard,Chiang Mai,8,502
546,2023-10-06,Tablet,Phuket,5,564
547,2023-05-11,Phone,Chonburi,1,710
548,2023-08-23,Monitor,Chonburi,1,737
549,2023-10-19,Laptop,Phuket,7,1707
550,2023-03-19,Monitor,Chonburi,9,749
551,2023-07-08,Tablet,Phuket,1,947
552,2023-01-13,Monitor,Chiang Mai,1,1536
553,2023-03-31,Keyboard,Phuket,10,1323
554,2023-01-09,Keyboard,Chonburi,8,1604
555,2023-04-06,Laptop,Chiang Mai,2,1859
556,2023-02-04,Laptop,Chonburi,3,693
557,2023-09-09,Keyboard,Rayong,6,1989
558,2023-01-14,Tablet,Chonburi,3,329
559,2023-05-28,Phone,Chonburi,6,1378
560,2023-02-17,Keyboard,Chiang Mai,1,635
561,2023-05-24,Laptop,Phuket,7,1169
562,2023-03-01,Phone,Bangkok,2,163
563,2023-01-24,Tablet,Chonburi,10,171
564,2023-08-21,Keyboard,Bangkok,5,875
565,2023-11-08,Laptop,Phuket,9,1958
566,2023-07-02,Keyboard,Chonburi,9,458
567,2023-02-07,Laptop,Rayong,5,1882
568,2023-02-01,Laptop,Chiang Mai,4,310
